start_ip,end_ip,join_key,name,country,mcc,mnc
2405:3800:885::,2405:3800:886:ffff:ffff:ffff:ffff:ffff,2405:3800::,U Mobile,MY,502,18
2600:380:a3bf::,2600:380:a3bf:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
115.164.54.0,115.164.54.255,115.164.0.0,CelCom,MY,502,13
196.228.35.0,196.228.35.255,196.228.0.0,Tunicell,TN,605,2
2804:14c:196::,2804:14c:196:ffff:ffff:ffff:ffff:ffff,2804:14c::,Claro,BR,724,5
154.134.139.0,154.134.140.255,154.134.0.0,Orange,EG,602,1
2409:4072:6306::,2409:4072:6306:ffff:ffff:ffff:ffff:ffff,2409:4072:4000::,Jio,IN,405,840
105.252.5.0,105.252.5.255,105.252.0.0,MTN,ZA,655,10
157.36.175.0,157.36.182.255,157.36.0.0,Jio,IN,405,840
89.226.149.0,89.226.149.255,89.226.0.0,NRJ%20Mobile,FR,208,26
94.65.145.0,94.65.145.255,94.65.0.0,Cosmote,GR,202,1
2804:14d:5c71::,2804:14d:5c71:ffff:ffff:ffff:ffff:ffff,2804:14d:4000::,Claro,BR,724,5
109.52.43.0,109.52.44.255,109.52.0.0,Telecom Italia Mobile,IT,220,01
97.46.66.0,97.46.66.255,97.46.0.0,Verizon,US,310,4
2402:8100:2084::,2402:8100:2084:ffff:ffff:ffff:ffff:ffff,2402:8100::,Vodafone Idea,IN,404,01
154.185.59.0,154.185.59.255,154.185.0.0,Etisalat,EG,602,3
5.176.209.0,5.176.209.255,5.176.0.0,Turk Telekom,TR,286,3
2607:fb90:f52c::,2607:fb90:f52d:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,160
2601:681:400::,2601:681:400:ffff:ffff:ffff:ffff:ffff,2601:681::,T-Mobile,US,310,53
154.73.164.0,154.73.165.255,154.73.0.0,Tigo,TD,622,3
2001:4651:1157::,2001:4651:1157:ffff:ffff:ffff:ffff:ffff,2001:4651::,Telenor,RS,220,1
105.161.95.0,105.161.99.255,105.161.0.0,Safaricom,KE,639,1
45.106.188.0,45.106.188.255,45.106.0.0,Orange,EG,602,1
91.251.214.0,91.251.214.255,91.251.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
2a02:c7f:d2a3::,2a02:c7f:d2a3:ffff:ffff:ffff:ffff:ffff,2a02:c7f:c000::,Sky Broadband,GB,234,57
102.173.91.0,102.173.91.255,102.173.0.0,OOREDOO%20TN,TN,605,3
196.73.0.0,196.73.0.255,196.73.0.0,IAM,MA,604,1
197.21.110.0,197.21.110.255,197.21.0.0,OOREDOO%20TN,TN,605,3
160.159.46.0,160.159.50.255,160.159.0.0,Orange,TN,605,1
2a00:1fa1:4300::,2a00:1fa1:4300:ffff:ffff:ffff:ffff:ffff,2a00:1fa1:4000::,MTS,RU,250,1
95.162.153.0,95.162.153.255,95.162.0.0,Rightel,IR,432,20
181.103.32.0,181.103.35.255,181.103.0.0,Personal,AR,722,34
5.116.93.0,5.116.101.255,5.116.0.0,MTN Irancell,IR,432,35
171.253.39.0,171.253.46.255,171.253.0.0,Viettel Group,VN,452,04
2401:4900:408a::,2401:4900:408c:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,AirTel,IN,404,2
129.205.241.0,129.205.241.255,129.205.0.0,Orange,BW,652,2
2a02:c7d:3bb4::,2a02:c7d:3bb4:ffff:ffff:ffff:ffff:ffff,2a02:c7d::,Sky Broadband,GB,234,57
2a00:23c7:7d94::,2a00:23c7:7d94:ffff:ffff:ffff:ffff:ffff,2a00:23c7:4000::,BT,GB,234,76
49.33.217.0,49.33.217.255,49.33.0.0,Jio,IN,405,874
37.175.157.0,37.175.157.255,37.175.0.0,Free%20Mobile,FR,208,15
186.169.166.0,186.169.205.255,186.169.0.0,movistar,CO,732,1
86.142.191.0,86.142.191.255,86.142.0.0,BT,GB,234,76
240a:14:4830::,240a:14:4837:ffff:ffff:ffff:ffff:ffff,240a:14:4000::,NTT docomo,JP,440,10
2a00:23c6:a009::,2a00:23c6:a009:ffff:ffff:ffff:ffff:ffff,2a00:23c6:8000::,BT,GB,234,76
49.36.21.0,49.36.21.255,49.36.0.0,Jio,IN,405,840
2806:262:414::,2806:262:414:ffff:ffff:ffff:ffff:ffff,2806:262::,Movistar,MX,334,30
105.112.156.0,105.112.157.255,105.112.0.0,Airtel,NG,621,20
62.98.52.0,62.98.52.255,62.98.0.0,Vodafone,IT,222,6
2607:fb90:422a::,2607:fb90:422b:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
2401:4900:27c7::,2401:4900:27c7:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,GB,234,3
80.229.33.0,80.229.33.255,80.229.0.0,Plusnet,GB,234,00
92.99.133.0,92.99.133.255,92.99.0.0,Etisalat,AE,424,2
187.198.144.0,187.198.151.255,187.198.0.0,Telcel,MX,334,20
2607:fb90:e125::,2607:fb90:e125:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,53
101.215.0.0,101.215.31.255,101.215.0.0,AIRCEL,IN,404,25
2605:8d80:84::,2605:8d80:86:ffff:ffff:ffff:ffff:ffff,2605:8d80::,Rogers Wireless,CA,302,320
31.49.93.0,31.49.93.255,31.49.0.0,BT,GB,234,76
5.65.166.0,5.65.166.255,5.65.0.0,Sky Broadband,GB,234,57
84.245.120.0,84.245.121.255,84.245.0.0,"SWAN, a.s.",SK,231,03
157.32.26.0,157.32.26.255,157.32.0.0,Jio,IN,405,840
197.233.237.0,197.233.237.255,197.233.0.0,MTC,NA,649,1
2a01:4c8:c68::,2a01:4c8:c6e:ffff:ffff:ffff:ffff:ffff,2a01:4c8::,EE,GB,235,1
41.113.50.0,41.113.51.255,41.113.0.0,MTN,ZA,655,10
90.208.213.0,90.208.213.255,90.208.0.0,Sky Broadband,GB,234,57
5.90.104.0,5.90.105.255,5.90.0.0,Vodafone,IT,222,10
86.151.173.0,86.151.173.255,86.151.0.0,BT,GB,234,76
196.67.143.0,196.67.143.255,196.67.0.0,IAM,MA,604,1
156.179.36.0,156.179.36.255,156.179.0.0,Vodafone,EG,602,2
2a00:1fa1:c60f::,2a00:1fa1:c60f:ffff:ffff:ffff:ffff:ffff,2a00:1fa1:c000::,MTS,RU,250,1
154.107.230.0,154.107.233.255,154.107.0.0,OOREDOO%20TN,TN,605,3
2409:4064:a81::,2409:4064:a81:ffff:ffff:ffff:ffff:ffff,2409:4064::,Jio,IN,405,840
181.206.0.0,181.206.255.255,181.206.0.0,Tigo,CO,732,103
196.234.170.0,196.234.170.255,196.234.0.0,OOREDOO%20TN,TN,605,3
5.114.240.0,5.114.240.255,5.114.0.0,Iran Cell Service and Communication Company,IR,432,35
197.17.151.0,197.17.151.255,197.17.0.0,OOREDOO%20TN,TN,605,3
106.78.74.0,106.78.75.255,106.78.0.0,IDEA,IN,404,14
191.202.245.0,191.202.247.255,191.202.0.0,Vivo S.A./Telemig,BR,724,6
5.41.24.0,5.41.24.255,5.41.0.0,Al Jawal (STC ),SA,420,1
2600:100a:b1db::,2600:100a:b1df:ffff:ffff:ffff:ffff:ffff,2600:100a:8000::,Verizon Wireless,US,310,4
2401:4900:3673::,2401:4900:3673:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
47.11.245.0,47.11.245.255,47.11.0.0,Jio,IN,405,840
178.110.207.0,178.110.207.255,178.110.0.0,T-Mobile UK,GB,234,30
2600:380:4d65::,2600:380:4d65:ffff:ffff:ffff:ffff:ffff,2600:380:4000::,AT&T,US,310,16
2405:204:a680::,2405:204:a682:ffff:ffff:ffff:ffff:ffff,2405:204:8000::,Jio,IN,405,840
5.211.88.0,5.211.94.255,5.211.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
2a00:1fa0:469a::,2a00:1fa0:469a:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:4000::,MTS PJSC,RU,251,01
86.55.159.0,86.55.160.255,86.55.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
157.32.90.0,157.32.91.255,157.32.0.0,Jio,IN,405,840
197.8.162.0,197.8.162.255,197.8.0.0,Tunicell,TN,605,2
105.47.250.0,105.47.250.255,105.47.0.0,Vodafone,EG,602,2
31.167.82.0,31.167.82.255,31.167.0.0,Mobily,SA,420,3
196.91.159.0,196.91.159.255,196.91.0.0,IAM,MA,604,1
115.178.205.0,115.178.214.255,115.178.0.0,Smartfren,ID,510,9
41.13.109.0,41.13.109.255,41.13.0.0,Vodacom,ZA,655,1
49.34.8.0,49.34.8.255,49.34.0.0,Jio,IN,405,840
60.39.54.0,60.39.54.255,60.39.0.0,NTT Docomo,JP,440,10
2804:1824:cd01::,2804:1824:cd01:ffff:ffff:ffff:ffff:ffff,2804:1824:c000::,Vivo,BR,724,6
158.148.81.0,158.148.86.255,158.148.0.0,Telecom Italia Mobile,IT,220,01
151.35.110.0,151.35.110.255,151.35.0.0,WIND (Blu) -,IT,222,88
83.122.74.0,83.122.74.255,83.122.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
102.14.183.0,102.14.183.255,102.14.0.0,Mobinil,EG,602,1
102.175.233.0,102.175.233.255,102.175.0.0,OOREDOO%20TN,TN,605,3
2a00:1fa0:466d::,2a00:1fa0:4671:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:4000::,MTS,RU,250,1
41.115.80.0,41.115.80.255,41.115.0.0,MTN,ZA,655,10
2a02:c7f:a465::,2a02:c7f:a465:ffff:ffff:ffff:ffff:ffff,2a02:c7f:8000::,Sky Broadband,GB,234,57
31.72.234.0,31.72.244.255,31.72.0.0,T-Mobile UK,GB,234,30
84.69.90.0,84.69.92.255,84.69.0.0,Vodafone UK,GB,234,7
2405:205:108e::,2405:205:108f:ffff:ffff:ffff:ffff:ffff,2405:205::,Jio,IN,405,840
45.96.41.0,45.96.42.255,45.96.0.0,Mobinil,EG,602,1
2.28.244.0,2.28.244.255,2.28.0.0,EE,GB,235,1
2a03:ec00:b34b::,2a03:ec00:b34b:ffff:ffff:ffff:ffff:ffff,2a03:ec00:8000::,Latvijas Mobilais Telefons SIA,LV,247,01
37.163.12.0,37.163.12.255,37.163.0.0,Free,FR,208,15
2607:fb90:5fa1::,2607:fb90:5fa1:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
37.160.30.0,37.160.30.255,37.160.0.0,Free,FR,208,15
2a00:1fa2:c4af::,2a00:1fa2:c4af:ffff:ffff:ffff:ffff:ffff,2a00:1fa2:c000::,MTS,RU,250,1
86.139.44.0,86.139.44.255,86.139.0.0,BT,GB,234,76
45.106.34.0,45.106.34.255,45.106.0.0,Mobinil,EG,602,1
45.118.172.0,45.118.175.255,45.118.0.0,cellone,IN,404,53
2001:56f:ff7c::,2001:56f:ff7f:ffff:ffff:ffff:ffff:ffff,2001:56f:c000::,Telus,CA,302,221
49.37.221.0,49.37.221.255,49.37.0.0,AirTel,IN,404,2
154.73.142.0,154.73.142.255,154.73.0.0,Vodacom,ZA,655,1
5.90.8.0,5.90.8.255,5.90.0.0,1 MOBILE,IT,222,10
2a00:23c7:769d::,2a00:23c7:769d:ffff:ffff:ffff:ffff:ffff,2a00:23c7:4000::,BT,GB,234,76
185.62.96.0,185.62.96.255,185.62.0.0,Kyivstar,UA,255,2
105.183.183.0,105.183.185.255,105.183.0.0,Mobinil,EG,602,1
105.33.85.0,105.33.86.255,105.33.0.0,Mobinil,EG,602,1
196.90.125.0,196.90.127.255,196.90.0.0,IAM,MA,604,1
154.138.26.0,154.138.30.255,154.138.0.0,Orange,EG,602,1
2a00:1fa0:c613::,2a00:1fa0:c613:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:c000::,MTS,RU,250,1
105.112.10.0,105.112.12.255,105.112.0.0,Airtel,NG,621,20
2a02:c7f:cbb::,2a02:c7f:cbb:ffff:ffff:ffff:ffff:ffff,2a02:c7f::,Sky Broadband,GB,234,57
86.55.113.0,86.55.113.255,86.55.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
2607:fc20:7a8f::,2607:fc20:7a8f:ffff:ffff:ffff:ffff:ffff,2607:fc20:4000::,T-Mobile,US,310,160
5.176.112.0,5.176.112.255,5.176.0.0,Turk Telekom,TR,286,3
151.68.131.0,151.68.133.255,151.68.0.0,Wind,IT,222,88
196.229.45.0,196.229.53.255,196.229.0.0,Orange,TN,605,1
2600:380:a0f9::,2600:380:a0fa:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
37.170.0.0,37.170.10.255,37.170.0.0,Free%20Mobile,FR,208,15
5.245.114.0,5.245.114.255,5.245.0.0,Mobily,SA,420,3
37.211.105.0,37.211.105.255,37.211.0.0,OOREDOO,MM,414,5
41.48.114.0,41.48.114.255,41.48.0.0,Cell C,ZA,655,7
2402:8100:24e4::,2402:8100:24e4:ffff:ffff:ffff:ffff:ffff,2402:8100::,Idea Cellular,IN,404,4
37.170.11.0,37.170.11.255,37.170.0.0,Free,FR,208,15
102.109.119.0,102.109.131.255,102.109.0.0,OOREDOO%20TN,TN,605,3
178.100.76.0,178.100.85.255,178.100.0.0,T-Mobile UK,GB,234,30
2.55.182.0,2.55.182.255,2.55.0.0,Orange Israel,IL,425,01
2600:100b:1036::,2600:100b:1036:ffff:ffff:ffff:ffff:ffff,2600:100b::,Verizon,US,310,4
83.187.179.0,83.187.181.255,83.187.0.0,Tele2 SWIPnet,SE,240,07
106.208.60.0,106.208.63.255,106.208.0.0,AirTel,IN,404,2
2401:4900:5887::,2401:4900:5887:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,AirTel,IN,404,2
105.143.96.0,105.143.101.255,105.143.0.0,IAM,MA,604,1
240a:11:48c4::,240a:11:48c6:ffff:ffff:ffff:ffff:ffff,240a:11:4000::,NTT docomo,JP,440,10
42.74.133.0,42.74.133.255,42.74.0.0,Chunghwa Telecom,TW,466,92
196.237.128.0,196.237.132.255,196.237.0.0,Orange,TN,605,1
2607:fb90:b077::,2607:fb90:b077:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,53
37.245.220.0,37.245.226.255,37.245.0.0,Etisalat,AE,424,2
2a00:1fa0:4400::,2a00:1fa0:4407:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:4000::,MTS,RU,250,1
2806:2f0:5001::,2806:2f0:5001:ffff:ffff:ffff:ffff:ffff,2806:2f0:4000::,Unefon,MX,334,40
86.150.215.0,86.150.215.255,86.150.0.0,BT,GB,234,76
176.200.89.0,176.200.95.255,176.200.0.0,TIM,IT,222,1
2001:16a2:c0e0::,2001:16a2:c0e0:ffff:ffff:ffff:ffff:ffff,2001:16a2:c000::,SaudiNet,SA,420,01
151.255.162.0,151.255.162.255,151.255.0.0,Al Jawal (STC ),SA,420,1
2600:100c:1210::,2600:100c:1212:ffff:ffff:ffff:ffff:ffff,2600:100c::,Verizon,US,310,4
109.154.40.0,109.154.40.255,109.154.0.0,BT,GB,234,76
97.34.0.0,97.34.2.255,97.34.0.0,Verizon Wireless,US,310,4
105.183.101.0,105.183.102.255,105.183.0.0,Orange,EG,602,1
5.213.49.0,5.213.49.255,5.213.0.0,Mobile Communication Company of Iran PLC,IR,432,11
105.180.4.0,105.180.4.255,105.180.0.0,Mobinil,EG,602,1
2001:b011:380c::,2001:b011:380c:ffff:ffff:ffff:ffff:ffff,2001:b011::,Chunghwa,TW,466,92
191.218.46.0,191.218.46.255,191.218.0.0,Oi,BR,724,30
2600:1002:1049::,2600:1002:105f:ffff:ffff:ffff:ffff:ffff,2600:1002::,Verizon,US,310,4
37.216.77.0,37.216.78.255,37.216.0.0,Mobily,SA,420,3
45.107.167.0,45.107.167.255,45.107.0.0,Mobinil,EG,602,1
5.125.40.0,5.125.42.255,5.125.0.0,MTN Irancell,IR,432,35
31.92.111.0,31.92.116.255,31.92.0.0,T-Mobile UK,GB,234,30
2402:800:62a6::,2402:800:62a6:ffff:ffff:ffff:ffff:ffff,2402:800:4000::,Viettel Mobile,VN,452,4
126.253.172.0,126.253.172.255,126.253.0.0,SoftBank,JP,440,20
2409:4070:2317::,2409:4070:2317:ffff:ffff:ffff:ffff:ffff,2409:4070::,Jio,IN,405,840
1.200.122.0,1.200.124.255,1.200.0.0,T-Star/VIBO,TW,466,89
5.124.239.0,5.124.239.255,5.124.0.0,Iran Cell Service and Communication Company,IR,432,35
186.102.20.0,186.102.21.255,186.102.0.0,movistar,CO,732,1
94.59.135.0,94.59.135.255,94.59.0.0,Etisalat,AE,424,2
154.187.194.0,154.187.194.255,154.187.0.0,Vodafone,EG,602,2
45.107.45.0,45.107.45.255,45.107.0.0,Mobinil,EG,602,1
2405:204:550f::,2405:204:550f:ffff:ffff:ffff:ffff:ffff,2405:204:4000::,Jio,IN,405,840
2401:4900:3610::,2401:4900:3610:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,GB,234,3
41.8.0.0,41.8.2.255,41.8.0.0,Vodacom,ZA,655,1
185.66.252.0,185.66.252.255,185.66.0.0,MegaCom,KG,437,5
94.235.14.0,94.235.15.255,94.235.0.0,Turk Telekom,TR,286,3
49.34.250.0,49.34.250.255,49.34.0.0,Jio,IN,405,840
102.63.68.0,102.63.68.255,102.63.0.0,Mobinil,EG,602,1
151.37.92.0,151.37.92.255,151.37.0.0,WIND (Blu) -,IT,222,88
2607:fc20:b2e0::,2607:fc20:b2e8:ffff:ffff:ffff:ffff:ffff,2607:fc20:8000::,T-Mobile,US,310,160
2409:4061:2000::,2409:4061:2000:ffff:ffff:ffff:ffff:ffff,2409:4061::,Jio,IN,405,840
2409:4042:2480::,2409:4042:2481:ffff:ffff:ffff:ffff:ffff,2409:4042::,Jio,IN,405,840
196.91.37.0,196.91.37.255,196.91.0.0,IAM,MA,604,1
2607:fc20:3b55::,2607:fc20:3b55:ffff:ffff:ffff:ffff:ffff,2607:fc20::,T-Mobile,US,310,160
160.156.207.0,160.156.207.255,160.156.0.0,OOREDOO%20TN,TN,605,3
49.195.0.0,49.195.255.255,49.195.0.0,Optus,AU,505,2
2401:4900:9fd::,2401:4900:9ff:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
31.2.216.0,31.2.216.255,31.2.0.0,Mobile Communication Company of Iran,IR,432,11
2409:4056:e91::,2409:4056:e94:ffff:ffff:ffff:ffff:ffff,2409:4056::,Jio,IN,405,840
2601:1c2:1200::,2601:1c2:1200:ffff:ffff:ffff:ffff:ffff,2601:1c2::,T-Mobile,US,310,53
31.76.22.0,31.76.51.255,31.76.0.0,T-Mobile UK,GB,234,30
196.176.248.0,196.176.249.255,196.176.0.0,OOREDOO%20TN,TN,605,3
85.76.42.0,85.76.42.255,85.76.0.0,elisa,FI,244,05
2402:3a80:18a0::,2402:3a80:18af:ffff:ffff:ffff:ffff:ffff,2402:3a80::,Vodafone India,IN,404,1
2409:4062:2109::,2409:4062:2109:ffff:ffff:ffff:ffff:ffff,2409:4062::,Jio,IN,405,840
46.196.80.0,46.196.80.255,46.196.0.0,Turkcell,TR,286,1
106.154.156.0,106.154.156.255,106.154.0.0,KDDI Corporation,JP,440,50
105.129.202.0,105.129.207.255,105.129.0.0,IAM,MA,604,1
196.146.0.0,196.146.255.255,196.146.0.0,Vodafone,EG,602,2
2a00:1fa0:4272::,2a00:1fa0:4272:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:4000::,MTS,RU,250,1
93.169.152.0,93.169.152.255,93.169.0.0,Al Jawal (STC ),SA,420,1
102.175.180.0,102.175.182.255,102.175.0.0,OOREDOO%20TN,TN,605,3
102.249.0.0,102.249.4.255,102.249.0.0,Telkom,ZA,655,2
2600:6c55:6900::,2600:6c55:6900:ffff:ffff:ffff:ffff:ffff,2600:6c55:4000::,U.S. Cellular,US,310,66
84.70.201.0,84.70.201.255,84.70.0.0,Vodafone UK,GB,234,7
2a01:cb06:a041::,2a01:cb06:a041:ffff:ffff:ffff:ffff:ffff,2a01:cb06:8000::,Orange,FR,208,1
5.90.114.0,5.90.116.255,5.90.0.0,Vodafone,IT,222,10
37.42.206.0,37.42.207.255,37.42.0.0,Mobily,SA,420,3
128.124.109.0,128.124.112.255,128.124.0.0,Vodafone,UA,255,1
102.8.185.0,102.8.186.255,102.8.0.0,Mobinil,EG,602,1
81.129.179.0,81.129.179.255,81.129.0.0,BT,GB,234,76
109.52.189.0,109.52.189.255,109.52.0.0,Telecom Italia Mobile,IT,220,01
2001:8f8:172b::,2001:8f8:172b:ffff:ffff:ffff:ffff:ffff,2001:8f8::,Etisalat,AE,424,2
37.39.206.0,37.39.206.255,37.39.0.0,Mobile Telecommunications Company,KW,419,03
2a02:c7e:22b::,2a02:c7e:22b:ffff:ffff:ffff:ffff:ffff,2a02:c7e::,Sky Broadband,GB,234,57
31.74.244.0,31.74.250.255,31.74.0.0,T-Mobile UK,GB,234,30
2a00:23c5:3f8b::,2a00:23c5:3f8b:ffff:ffff:ffff:ffff:ffff,2a00:23c5::,BT,GB,234,76
2600:1014:d11d::,2600:1014:d11d:ffff:ffff:ffff:ffff:ffff,2600:1014:c000::,Verizon Wireless,US,310,4
110.225.87.0,110.225.87.255,110.225.0.0,Bharti Airtel,IN,470,07
186.250.114.0,186.250.114.255,186.250.0.0,TIM,BR,724,2
37.202.82.0,37.202.82.255,37.202.0.0,zain%20JO,JO,416,1
217.165.96.0,217.165.96.255,217.165.0.0,Etisalat,AF,412,50
2601:246:5380::,2601:246:5380:ffff:ffff:ffff:ffff:ffff,2601:246:4000::,T-Mobile,US,310,53
197.222.116.0,197.222.116.255,197.222.0.0,Mobinil,EG,602,1
154.104.208.0,154.104.208.255,154.104.0.0,OOREDOO TN,TN,605,3
2603:6000:c701::,2603:6000:c701:ffff:ffff:ffff:ffff:ffff,2603:6000:c000::,Spectrum,US,312,500
154.186.13.0,154.186.13.255,154.186.0.0,Etisalat,EG,602,3
2803:9800:42d5::,2803:9800:42db:ffff:ffff:ffff:ffff:ffff,2803:9800:4000::,Claro,AR,722,310
190.76.127.0,190.76.127.255,190.76.0.0,Movilnet,VE,734,6
109.68.236.0,109.68.237.255,109.68.0.0,MegaFon,TJ,436,3
5.106.167.0,5.106.169.255,5.106.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
47.8.159.0,47.8.160.255,47.8.0.0,Jio,IN,405,840
2a00:23c5:e2af::,2a00:23c5:e2af:ffff:ffff:ffff:ffff:ffff,2a00:23c5:c000::,BT,GB,234,76
217.107.126.0,217.107.127.255,217.107.0.0,Tele2,RU,250,20
166.230.18.0,166.230.19.255,166.230.0.0,Union Wireless,US,310,20
2a00:1fa0:4200::,2a00:1fa0:4200:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:4000::,MTS,RU,250,1
151.18.194.0,151.18.195.255,151.18.0.0,WIND (Blu) -,IT,222,88
126.168.133.0,126.168.133.255,126.168.0.0,NTT Docomo,JP,440,10
45.106.136.0,45.106.136.255,45.106.0.0,Mobinil,EG,602,1
5.119.66.0,5.119.67.255,5.119.0.0,Iran Cell Service and Communication Company,IR,432,35
151.47.73.0,151.47.73.255,151.47.0.0,WIND (Blu) -,IT,222,88
31.92.75.0,31.92.82.255,31.92.0.0,T-Mobile UK,GB,234,30
186.185.38.0,186.185.38.255,186.185.0.0,movistar,VE,734,4
240a:6b:f80::,240a:6b:f80:ffff:ffff:ffff:ffff:ffff,240a:6b::,NTT Docomo,JP,440,10
105.36.24.0,105.36.25.255,105.36.0.0,Mobinil,EG,602,1
151.47.164.0,151.47.164.255,151.47.0.0,WIND (Blu) -,IT,222,88
91.133.147.0,91.133.147.255,91.133.0.0,Mobile Communication Company of Iran PLC,IR,432,11
2a02:a456:2f20::,2a02:a456:2f20:ffff:ffff:ffff:ffff:ffff,2a02:a456::,KPN,NL,204,8
83.110.58.0,83.110.58.255,83.110.0.0,Etisalat,AE,424,2
5.169.184.0,5.169.184.255,5.169.0.0,TIM,IT,222,1
197.130.114.0,197.130.114.255,197.130.0.0,IAM,MA,604,1
93.168.95.0,93.168.97.255,93.168.0.0,SaudiNet,SA,420,01
94.243.68.0,94.243.71.255,94.243.0.0,Orange,MD,259,1
5.111.161.0,5.111.161.255,5.111.0.0,Mobily,SA,420,3
105.139.208.0,105.139.212.255,105.139.0.0,IAM,MA,604,1
88.124.244.0,88.124.244.255,88.124.0.0,SFR,FR,208,8
197.29.224.0,197.29.240.255,197.29.0.0,Orange,TN,605,1
154.130.40.0,154.130.40.255,154.130.0.0,Vodafone,EG,602,2
37.39.144.0,37.39.147.255,37.39.0.0,zain%20KW,KW,419,2
105.42.52.0,105.42.52.255,105.42.0.0,Mobinil,EG,602,1
2a00:1fa2:4fc::,2a00:1fa2:4fc:ffff:ffff:ffff:ffff:ffff,2a00:1fa2::,MTS PJSC,RU,251,01
2405:204:2290::,2405:204:2290:ffff:ffff:ffff:ffff:ffff,2405:204::,Jio,IN,405,840
2409:4055:68b::,2409:4055:68c:ffff:ffff:ffff:ffff:ffff,2409:4055::,Jio,IN,405,840
2806:2f0:5040::,2806:2f0:5040:ffff:ffff:ffff:ffff:ffff,2806:2f0:4000::,Telcel,MX,334,20
102.172.95.0,102.172.95.255,102.172.0.0,OOREDOO%20TN,TN,605,3
170.84.157.0,170.84.157.255,170.84.0.0,Oi,BR,724,30
60.227.50.0,60.227.50.255,60.227.0.0,Optus,AU,505,2
42.74.148.0,42.74.148.255,42.74.0.0,Chunghwa Telecom,TW,466,92
2a02:c7f:bc97::,2a02:c7f:bc98:ffff:ffff:ffff:ffff:ffff,2a02:c7f:8000::,Sky Broadband,GB,234,57
124.183.35.0,124.183.35.255,124.183.0.0,Vodafone,AU,505,3
45.187.162.0,45.187.162.255,45.187.0.0,Vivo,BR,724,6
196.73.26.0,196.73.27.255,196.73.0.0,IAM,MA,604,1
154.133.243.0,154.133.243.255,154.133.0.0,Mobinil,EG,602,1
105.34.145.0,105.34.145.255,105.34.0.0,Mobinil,EG,602,1
105.160.28.0,105.160.28.255,105.160.0.0,Safaricom,KE,639,2
31.206.29.0,31.206.29.255,31.206.0.0,Turkcell,TR,286,1
105.193.60.0,105.193.60.255,105.193.0.0,Mobinil,EG,602,1
2806:268:1401::,2806:268:1401:ffff:ffff:ffff:ffff:ffff,2806:268::,Unefon,MX,334,40
91.110.3.0,91.110.3.255,91.110.0.0,EE Mobile,GB,234,30
83.123.158.0,83.123.158.255,83.123.0.0,Mobile Communication Company of Iran,IR,432,11
102.9.237.0,102.9.238.255,102.9.0.0,Mobinil,EG,602,1
86.128.106.0,86.128.106.255,86.128.0.0,BT,GB,234,76
41.113.184.0,41.113.194.255,41.113.0.0,MTN SA,AF,412,40
2401:4900:190f::,2401:4900:190f:ffff:ffff:ffff:ffff:ffff,2401:4900::,Bharti Airtel,IN,470,07
185.246.211.0,185.246.211.255,185.246.0.0,3,GB,234,20
105.167.163.0,105.167.167.255,105.167.0.0,Safaricom,KE,639,2
77.133.194.0,77.133.194.255,77.133.0.0,SFR,FR,208,8
196.236.31.0,196.236.31.255,196.236.0.0,Orange,TN,605,1
106.206.15.0,106.206.15.255,106.206.0.0,AirTel,IN,404,2
101.190.3.0,101.190.3.255,101.190.0.0,Telstra,AU,505,1
188.223.192.0,188.223.192.255,188.223.0.0,Sky Broadband,GB,234,57
105.40.192.0,105.40.193.255,105.40.0.0,Orange,EG,602,1
93.33.163.0,93.33.163.255,93.33.0.0,Fastweb,IT,222,8
178.98.157.0,178.98.157.255,178.98.0.0,EE,GB,235,1
133.202.123.0,133.202.123.255,133.202.0.0,NTT Docomo,JP,440,10
151.37.192.0,151.37.192.255,151.37.0.0,WIND (Blu) -,IT,222,88
5.90.62.0,5.90.62.255,5.90.0.0,vodafone IT,IT,222,10
