start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country
12.35.244.24,12.35.244.31,12.35.0.0,HILTON HOTELS CORPORATION,hilton.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.147.14.228,115.147.14.228,115.147.0.0,Philippine Long Distance Telephone Co.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
109.107.208.192,109.107.208.195,109.107.0.0,Vodafone Czech Republic a.s.,vodafone.cz,isp,AS16019,Vodafone Czech Republic a.s.,vodafone.cz,isp,CZ
108.166.5.184,108.166.5.203,108.166.0.0,Rackspace Hosting,rackspace.com,hosting,AS19994,Rackspace Hosting,rackspace.com,hosting,US
113.29.23.0,113.29.23.255,113.29.0.0,"OCLC Online Computer Library Center, Inc.",oclc.org,business,AS4373,Online Computer Library Center,onlineinc.com,business,AU
105.237.134.0,105.237.134.63,105.237.0.0,MTN Business SA Pool Region 7204,mtnbusiness.co.za,isp,AS16637,MTN SA,mtn.com,isp,ZA
114.179.4.192,114.179.4.207,114.179.0.0,NTT Communications Corporation,ntt.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP
1.179.177.40,1.179.177.43,1.179.0.0,"Thakraserm SAO,Roi Et Province",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH
108.58.47.112,108.58.47.119,108.58.0.0,Static IP Services,cv.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
122.220.202.168,122.220.202.171,122.220.0.0,"WORKMAN CO.,Ltd.",workman.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
108.169.180.144,108.169.180.159,108.169.0.0,APEX INDUSTRIAL,apexmro.com,business,AS10796,Charter Communications Inc,charter.com,isp,US
122.216.29.96,122.216.29.111,122.216.0.0,Tsunagu Network Communications Inc.,tsunagunet.com,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.239.251.240,12.239.251.247,12.239.0.0,U.S. TELEPACIFIC CORP.,tpx.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.17.58.176,12.17.58.183,12.17.0.0,CATHOLIC CHARITIES,ccasfnm.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.147.31.140,115.147.31.140,115.147.0.0,CBGBLA2021091353286_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
104.37.245.36,104.37.245.55,104.37.0.0,Sharktech Inc.,sharktech.net,hosting,AS46844,Sharktech,sharktech.net,hosting,US
122.227.108.232,122.227.108.235,122.227.0.0,SHENYUZHUJIAOBAN,qzptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.232.60.224,12.232.60.255,12.232.0.0,VANRAN COMMUNICATIONS SERVICES,vanran.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.93.85.149,119.93.85.150,119.93.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.207.28.24,12.207.28.31,12.207.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.37.61.136,113.37.61.143,113.37.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.8.2.8,12.8.2.15,12.8.0.0,RYAN TURNER,turnrye.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.12.240.192,104.12.240.199,104.12.0.0,BILL JOHNSON,bjcaz.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.44.229.144,12.44.232.7,12.44.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.40.57.168,113.40.57.175,113.40.0.0,"SANSHIN ELECTRONICS Co., Ltd.",sanshin.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.153.15.160,12.153.15.191,12.153.0.0,STUDIO 11 PRODUCTION,studio-11.nl,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.196.149.72,12.196.149.79,12.196.0.0,FORTEGRA,fortegra.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.45.123.128,12.45.128.31,12.45.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
116.228.36.224,116.228.36.239,116.228.0.0,"Shanghai Securities Co., Ltd.",21cn.com,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
12.54.140.0,12.54.140.255,12.54.0.0,COLORCON,colorcon.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.14.108.192,12.14.108.223,12.14.0.0,LOEB AND LOEB LLP,loeb.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.92.145.167,119.92.145.167,119.92.0.0,SMETMU2019012137552_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
100.42.174.208,100.42.174.215,100.42.0.0,Douglas FastNet,dfn.net,isp,AS13692,Douglas FastNet,douglasfast.net,isp,US
116.228.213.156,116.228.213.159,116.228.0.0,"shanghai Great Wall Broadband Network Service Co.,Ltd.",163.net,business,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
12.190.254.24,12.190.254.31,12.190.0.0,TELAMON CORPORATION,telamon.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.182.151.160,12.182.151.167,12.182.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.166.139.108,108.166.139.111,108.166.0.0,Mediacom Communications Corp,mediacomcable.com,isp,AS30036,Mediacom Communications Corp,mediacomcc.com,isp,US
103.159.97.0,103.159.97.255,103.159.0.0,Siddhant Broadband Private Limited,,isp,AS140206,Siddhant Broadband Private Limited,,hosting,IN
12.6.252.104,12.6.252.111,12.6.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.169.111.80,12.169.111.95,12.169.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.226.197.72,122.226.197.79,122.226.0.0,YIWU HAOLING BAR,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
116.228.134.100,116.228.134.103,116.228.0.0,"Shanghai Deshihuo Apple Clothes Co., Ltd.",appleshop.com,business,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
122.212.157.56,122.212.157.63,122.212.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
107.195.71.136,107.195.71.143,107.195.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.54.117.13,122.54.117.13,122.54.0.0,18-3253933_DON SORIANO MALABANAN,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.17.215.168,12.17.215.207,12.17.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.107.171.15,124.107.171.15,124.107.0.0,2-8565548_SPORTFIT INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.105.105.87,124.105.105.87,124.105.0.0,74-4240296_VICKYLYN BULONG FIGUEROA (changed IP),pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.179.91.24,12.179.91.31,12.179.0.0,AIRESPRING-INTERPRESS TECHNOL,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.39.88.200,113.39.88.207,113.39.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
104.185.13.96,104.185.13.103,104.185.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.161.36.224,104.161.36.255,104.161.0.0,Input Output Flood LLC,ioflood.com,hosting,AS53755,Input Output Flood LLC,ioflood.com,hosting,US
108.179.11.88,108.179.11.95,108.179.0.0,O.C.L.I,ocli.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
103.4.56.0,103.4.59.255,103.4.0.0,"Beijing Century Union Network Technology Co.,LTD.",jdjt.net,business,AS56003,"Beijing Century Union Network Technology Co.,LTD.",jdjt.net,business,CN
104.239.152.244,104.239.152.247,104.239.0.0,Mitratech,mitratech.com,business,AS33070,Rackspace Hosting,rackspace.com,hosting,US
12.34.206.64,12.34.206.71,12.34.0.0,LOWES COMPANIES INC,lowes.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
112.196.2.80,112.196.2.95,112.196.0.0,Chandigarh,hfclconnect.com,isp,AS17917,Quadrant Televentures Limited,hfclconnect.com,isp,IN
122.208.155.232,122.208.155.239,122.208.0.0,"RADIX Co.,Ltd.",radixtelecom.co.uk,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
115.147.2.247,115.147.2.247,115.147.0.0,CBGPSG2021031206302_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
104.201.67.192,104.201.67.199,104.201.0.0,PDHI,pdhi.com,business,AS30036,Mediacom Communications Corp,mediacomcc.com,isp,US
104.254.164.120,104.254.164.127,104.254.0.0,TPx Communications,tpx.com,isp,AS14265,TPx Communications,tpx.com,isp,US
12.15.54.200,12.15.54.207,12.15.0.0,"LSC COMMUNICATIONS US, LLC",lsccom.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.108.113.104,12.108.113.111,12.108.0.0,CALIFORNIA UNIVERSITY OF SCIE,cusm.org,education,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.70.226.248,12.70.226.255,12.70.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.55.4.152,122.55.4.159,122.55.0.0,101763730_JARDINE SCHINDLER ELEVATOR CORP,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
1.179.185.144,1.179.185.195,1.179.0.0,TOT Public Company Limited,tot.co.th,isp,AS23969,TOT Public Company Limited,tot.co.th,isp,TH
12.109.10.192,12.109.10.223,12.109.0.0,MARRIOTT CORPORATIONATTN JOH,marriott.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
120.82.95.16,120.82.95.31,120.82.0.0,"MaoMing-Power-Supply-Bureau, Maoming, Guangdong province",chinaunicom.cn,isp,AS17816,China Unicom  IP network China169 Guangdong province,chinaunicom.cn,isp,CN
122.52.239.56,122.52.239.56,122.52.0.0,18-4319675_ROYALE BUSINESS CLUB INTERNATIONAL INC.,royale-international.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.221.127.8,12.221.127.15,12.221.0.0,ANNEX GLOBAL,annexglobal.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.190.10.128,12.190.10.143,12.190.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.2.74.93,122.2.74.93,122.2.0.0,SMEBKP2022020360747_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.75.92.136,108.75.92.143,108.75.0.0,Greg Hickman06202011112848977,ghbodyworks.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.41.2.128,113.41.2.191,113.41.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.236.36.136,12.236.36.143,12.236.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.156.253.80,12.156.253.87,12.156.0.0,FRUIT GROWERS SUPPLY COMP,fruitgrowerssupply.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
116.228.150.84,116.228.150.87,116.228.0.0,"Hola (Shanghai) Trading Co., Ltd.",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
124.105.78.252,124.105.78.252,124.105.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.52.165.208,122.52.165.208,122.52.0.0,184037433_THRIVE INTERNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.232.17.80,12.232.19.55,12.232.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.3.183.190,122.3.183.190,122.3.0.0,36-6217509_RESHMA OPTICAL SUPPLY,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.52.186.57,122.52.186.57,122.52.0.0,SMECAB2022020357195_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.226.221.240,12.226.221.247,12.226.0.0,MAGNOLIA MANOR OF ST SIMONS,magnoliamanor.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.222.65.72,12.222.65.79,12.222.0.0,NORTHERN HILLS UNITED METHODIS,nhumc.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.213.4.152,122.213.4.155,122.213.0.0,broadgate,broadgateinc.com,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.10.46.232,12.10.46.255,12.10.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.216.137.224,12.216.137.231,12.216.0.0,THE SAN FRANCISCO YACHT CLUB,sfycphotos.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.107.88.16,124.107.88.16,124.107.0.0,CBGCAB2012110701560_AMADEUS MARKETING PHILIPPINESINC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
107.172.39.128,107.172.39.199,107.172.0.0,ColoCrossing,colocrossing.com,hosting,AS36352,ColoCrossing,colocrossing.com,hosting,US
109.124.66.84,109.124.66.87,109.124.0.0,SHVARCMAN,megafon.ru,isp,AS20632,PJSC MegaFon,megafon.ru,isp,RU
108.170.112.216,108.170.112.223,108.170.0.0,MEDICAL DIAGNOSTICS,medical-diagnostics.com,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
107.218.213.80,107.218.213.87,107.218.0.0,Luigi Piccione05312013120545262,stringtools.it,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.97.206.56,12.97.206.63,12.97.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
101.102.203.160,101.102.203.167,101.102.0.0,"C'BON COSMETICS Co.,Ltd.",cbon.co.jp,business,AS17676,Softbank BB Corp.,softbank.jp,isp,JP
108.199.68.72,108.199.68.103,108.199.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
102.221.47.207,102.221.47.207,102.221.0.0,(Sunday Bright) (support@ngcomworld.com)  ( 08090203800),ngcomnetworks.com,isp,AS37347,NGCOM,ngcomworld.com,isp,NG
102.69.226.0,102.69.226.255,102.69.0.0,AfriQ Network Solutions,afriqnetworks.co.ke,isp,AS328475,AFRIQ NETWORK SOLUTIONS LIMITED,afriqnetworks.co.ke,isp,KE
113.32.133.32,113.32.133.63,113.32.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
107.203.40.120,107.203.40.143,107.203.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.105.17.163,124.105.17.163,124.105.0.0,RBGSUB2019062597835_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
105.237.197.64,105.237.197.127,105.237.0.0,MTN Business SA Pool Region 7100,mtnbusiness.co.za,isp,AS16637,MTN SA,mtn.com,isp,ZA
104.53.60.72,104.53.60.151,104.53.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.97.83.16,12.97.83.23,12.97.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.224.202.8,122.224.202.15,122.224.0.0,"Yuhang district idle street lian rong Lin village, the villagers committee",139.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.51.237.200,12.51.237.207,12.51.0.0,PRESTON ROAD CHURCH OF CH,prestonroad.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.107.243.135,124.107.243.135,124.107.0.0,72-8884298_UNION GALVASTEEL CORP,uniongalvasteel.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.1.23.144,122.1.23.167,122.1.0.0,"Studio Alice Co.,LTD.",studio-alice.co.jp,business,AS4713,NTT Communications Corporation,ntt.com,isp,JP
122.3.155.110,122.3.155.110,122.3.0.0,SMELCN2012033018217_CHAMPBEST BUSINESS CORP,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
113.39.95.208,113.39.95.215,113.39.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
104.171.121.164,104.171.121.167,104.171.0.0,"Centrilogic, Inc.",centrilogic.com,hosting,AS31863,"Centrilogic, Inc.",centrilogic.com,hosting,RU
122.146.163.144,122.146.163.159,122.146.0.0,"New Century InfoComm Tech. Co., Ltd.",chainsea.com.tw,isp,AS9919,"New Century InfoComm Tech Co., Ltd.",seed.net.tw,isp,TW
122.156.159.0,122.156.161.255,122.156.0.0,China Unicom Heilongjiang Province Network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
12.38.107.192,12.38.107.255,12.38.0.0,NEXTPOINTE INC-GLOBAL REACH H,att-mail.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.233.243.112,12.233.243.127,12.233.0.0,MEXIA INDEPENDENT SCHOOL DISTRIC,mexiaisd.net,education,AS7018,"AT&T Services, Inc.",att.com,isp,US
110.173.192.0,110.173.223.255,110.173.0.0,"Zhejiang Taobao Network Co.,Ltd",taobao.com,business,AS37963,"Hangzhou Alibaba Advertising Co.,Ltd.",alibaba-inc.com,hosting,CN
107.152.33.233,107.152.33.236,107.152.0.0,Personal Use,user.vn,business,AS11878,"tzulo, inc.",tzulo.com,isp,
12.207.22.144,12.207.22.151,12.207.0.0,KINTETSU WORLD EXPRESS U,frfg.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.211.152.72,107.211.152.79,107.211.0.0,Dionisio Lopez12282012144040529,planillasexpress.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.147.12.6,115.147.12.6,115.147.0.0,SMEFCX2021090729553_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.26.187.96,12.26.187.111,12.26.0.0,COMMERCIAL CONTRACTING,cccnetwork.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
114.160.58.248,114.160.59.7,114.160.0.0,NTT Communications Corporation,ntt.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP
119.81.227.64,119.81.227.67,119.81.0.0,QuLaijin,ibm.com,isp,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,CN
122.52.201.85,122.52.201.85,122.52.0.0,SMEQCY2017021691952_UROLOGY CENTER OF THE PHILS. INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.190.239.56,12.190.239.63,12.190.0.0,PRIDE INDUSTRIES,prideindustries.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.231.52.184,115.231.52.187,115.231.0.0,ningbo gongyun ltd,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
122.226.140.72,122.226.140.75,122.226.0.0,China building inning LTD,tzptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.203.205.120,12.203.205.127,12.203.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.207.21.0,107.207.21.23,107.207.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.107.180.200,12.107.180.207,12.107.0.0,GUZMAN  COMPANY,guzman.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.108.240.32,12.108.240.39,12.108.0.0,EQUIPMENT DEPOT,eqdepot.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.10.179.24,12.10.179.31,12.10.0.0,PULL A PART,pullapart.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.238.191.72,115.238.191.75,115.238.0.0,Ningbo chengzhixin zhanlan Co.Ltd,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.226.229.128,12.226.229.143,12.226.0.0,HAVEN HOSPICE,havenhospice.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.192.34.240,12.192.34.247,12.192.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
11.213.0.0,11.213.255.255,11.213.0.0,DoD Network Information Center,mail.mil,hosting,AS749,DoD Network Information Center,mail.mil,business,US
1.179.154.56,1.179.154.59,1.179.0.0,"Phangngacity Municipality,Pathum Wan Province",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH
116.113.106.96,116.113.106.127,116.113.0.0,China Unicom Neimeng Province Network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
103.70.48.0,103.70.48.255,103.70.0.0,Australia IP,yodlee.com,business,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,AU
122.227.19.252,122.227.19.255,122.227.0.0,"Shanghai Yu Teng Asset Management Co., Ltd.",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
108.223.123.216,108.223.127.255,108.223.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.181.230.208,104.181.230.215,104.181.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.248.142.0,122.248.142.15,122.248.0.0,Network of Vertiv Corporation,vertiv.com,business,AS2687,"AT&T Global Network Services, LLC",att.com,isp,HK
122.160.234.92,122.160.234.95,122.160.0.0,"ABTS DELHI,",airtel.in,isp,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN
12.191.196.128,12.191.196.159,12.191.0.0,PLANET WORD,planetwordmuseum.org,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.218.76.48,12.218.76.55,12.218.0.0,APXNET-GAYLOR ELECTRIC,apxnet.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.58.39.240,108.58.39.247,108.58.0.0,Static IP Services,cv.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
113.42.27.80,113.42.27.95,113.42.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
122.228.75.96,122.228.75.159,122.228.0.0,SHNAGHAIYUKUN LTD.CO,hz.zj.cn,business,AS134771,"WENZHOU, ZHEJIANG Province, P.R.China.",chinatelecom.cn,isp,CN
113.41.202.8,113.41.202.15,113.41.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
122.55.89.40,122.55.89.43,122.55.0.0,1-11NK5G7_PLDT - SMEG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
113.41.55.0,113.41.55.255,113.41.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
122.219.3.0,122.219.3.7,122.219.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
122.224.222.88,122.224.222.91,122.224.0.0,"Hangzhou An environmental-control Technology Co., Ltd.",echocontrol.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
124.107.187.47,124.107.187.47,124.107.0.0,74-4245075_YULIANA'S NET CAFÉ,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.53.53.65,122.53.53.65,122.53.0.0,CBGLTR2018102663028_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
103.90.65.0,103.90.65.255,103.90.0.0,National Library of Australia,nla.gov.au,business,,,,unknown,AU
124.105.212.248,124.105.212.251,124.105.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
115.238.75.32,115.238.75.35,115.238.0.0,CHINANET-ZJ Hangzhou node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.203.79.80,12.203.79.87,12.203.0.0,ADMIN OFFICE OF THE COURTS,kycourts.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.204.51.216,12.204.51.223,12.204.0.0,CLEARESULT CONSULTING INC.,clearesult.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.193.50.64,104.193.50.127,104.193.0.0,SMART NETWORK CONSULTING,smartnetworkconsulting.com,business,AS40028,1651884 Ontario Inc.,nutritionclub.ca,isp,CA
12.239.188.192,12.239.188.199,12.239.0.0,NITEL INC.-ASCO PRODUCTS,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.221.230.232,12.221.230.239,12.221.0.0,U.A. LOCAL 38 PENSION TRUST FU,konoctiharbor.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.54.102.169,122.54.102.169,122.54.0.0,"CBGBGO2018053188494_EGI Albergo, Inc.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.54.151.147,122.54.151.147,122.54.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.106.168.8,124.106.168.15,124.106.0.0,18-4092002_BADOLES CONTACT SOLUTIONS,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.52.172.88,122.52.172.103,122.52.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
102.218.132.0,102.218.132.127,102.218.0.0,Interexcel World Connection FTTX (Dynamic) Customers,iewc.co.za,business,AS327767,Ultimate Linux Solutions (Pty) Ltd,uls.co.za,isp,ZA
113.38.255.160,113.38.255.207,113.38.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
117.239.236.240,117.239.236.255,117.239.0.0,"Director, RC ECHS,Bangalore",echs.gov.in,business,AS9829,National Internet Backbone,bsnl.co.in,isp,IN
100.43.235.192,100.43.235.223,100.43.0.0,TPx Communications,tpx.com,isp,AS14265,TPx Communications,tpx.com,isp,US
108.221.243.40,108.221.243.47,108.221.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.236.189.172,115.236.189.175,115.236.0.0,"Hangzhou Meilijian Dairy Co., Ltd",hzptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
104.237.90.112,104.237.90.127,104.237.0.0,Britta Frombach,,business,,,,unknown,CA
